A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Mr. Bennet,Elizabeth,147,148,is this a hint to me lizzy to send for the horses,no indeed i do not wish to avoid the walk the distance is nothing when one has a motive only three miles i shall be back by dinner,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,PrideAndPrejudice
Elizabeth,Mary,148,149,no indeed i do not wish to avoid the walk the distance is nothing when one has a motive only three miles i shall be back by dinner,i admire the activity of your benevolence but every impulse of feeling should be guided by reason and in my opinion exertion should always be in proportion to what is required,Kitty; Lydia; Mary; Mr. Bennet; Mrs. Bennet,F,major,F,minor,PrideAndPrejudice
Mary,Lydia,149,150,i admire the activity of your benevolence but every impulse of feeling should be guided by reason and in my opinion exertion should always be in proportion to what is required,if we make haste perhaps we may see something of captain carter before he goes,Elizabeth; Kitty; Lydia; Mr. Bennet; Mrs. Bennet,F,minor,F,intermediate,PrideAndPrejudice
Mrs. Hurst,Miss Bingley,151,152,she has nothing in short to recommend her but being an excellent walker i shall never forget her appearance this morning she really looked almost wild,she did indeed louisa i could hardly keep my countenance very nonsensical to come at all why must she be scampering about the country because her sister had a cold her hair so untidy so blowsy,Miss Bingley; Mr. Bingley; Mr. Darcy; Mr. Hurst,F,minor,F,intermediate,PrideAndPrejudice
Miss Bingley,Mrs. Hurst,152,153,she did indeed louisa i could hardly keep my countenance very nonsensical to come at all why must she be scampering about the country because her sister had a cold her hair so untidy so blowsy,yes and her petticoat i hope you saw her petticoat six inches deep in mud i am absolutely certain and the gown which had been let down to hide it not doing its office,Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,intermediate,F,minor,PrideAndPrejudice
Mrs. Hurst,Mr. Bingley,153,154,yes and her petticoat i hope you saw her petticoat six inches deep in mud i am absolutely certain and the gown which had been let down to hide it not doing its office,your picture may be very exact louisa but this was all lost upon me i thought miss elizabeth bennet looked remarkably well when she came into the room this morning her dirty petticoat quite escaped my notice,Miss Bingley; Mr. Bingley; Mr. Darcy; Mr. Hurst,F,minor,M,intermediate,PrideAndPrejudice
Mr. Bingley,Miss Bingley,154,155,your picture may be very exact louisa but this was all lost upon me i thought miss elizabeth bennet looked remarkably well when she came into the room this morning her dirty petticoat quite escaped my notice,you observed it mr darcy i am sure and i am inclined to think that you would not wish to see your sister make such an exhibition,Miss Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,M,intermediate,F,intermediate,PrideAndPrejudice
Miss Bingley,Mr. Darcy,155,156,you observed it mr darcy i am sure and i am inclined to think that you would not wish to see your sister make such an exhibition,certainly not,Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,intermediate,M,major,PrideAndPrejudice
Mr. Darcy,Miss Bingley,156,157,certainly not,to walk three miles or four miles or five miles or whatever it is above her ancles in dirt and alone quite alone what could she mean by it it seems to me to shew an abominable sort of conceited independence a most country town indifference to decorum,Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,F,intermediate,PrideAndPrejudice
Miss Bingley,Mr. Bingley,157,158,to walk three miles or four miles or five miles or whatever it is above her ancles in dirt and alone quite alone what could she mean by it it seems to me to shew an abominable sort of conceited independence a most country town indifference to decorum,it shews an affection for her sister that is very pleasing,Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,intermediate,M,intermediate,PrideAndPrejudice
Mr. Bingley,Miss Bingley,158,159,it shews an affection for her sister that is very pleasing,i am afraid mr darcy that this adventure has rather affected your admiration of her fine eyes,Miss Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,M,intermediate,F,intermediate,PrideAndPrejudice
Miss Bingley,Mr. Darcy,159,160,i am afraid mr darcy that this adventure has rather affected your admiration of her fine eyes,not at all they were brightened by the exercise,Mr. Darcy,F,intermediate,M,major,PrideAndPrejudice
Mr. Darcy,Mrs. Hurst,160,161,not at all they were brightened by the exercise,i have an excessive regard for jane bennet she is really a very sweet girl and i wish with all my heart she were well settled but with such a father and mother and such low connections i am afraid there is no chance of it,Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,F,minor,PrideAndPrejudice
Mrs. Hurst,Miss Bingley,161,162,i have an excessive regard for jane bennet she is really a very sweet girl and i wish with all my heart she were well settled but with such a father and mother and such low connections i am afraid there is no chance of it,i think i have heard you say that their uncle is an attorney in meryton,Miss Bingley; Mr. Bingley; Mr. Darcy; Mr. Hurst,F,minor,F,intermediate,PrideAndPrejudice
Miss Bingley,Mrs. Hurst,162,163,i think i have heard you say that their uncle is an attorney in meryton,yes and they have another who lives somewhere near cheapside,Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,intermediate,F,minor,PrideAndPrejudice
Mrs. Hurst,Miss Bingley,163,164,yes and they have another who lives somewhere near cheapside,that is capital,Miss Bingley; Mr. Bingley; Mr. Darcy; Mr. Hurst,F,minor,F,intermediate,PrideAndPrejudice
Miss Bingley,Mr. Bingley,164,165,that is capital,if they had uncles enough to fill all cheapside it would not make them one jot less agreeable,Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,intermediate,M,intermediate,PrideAndPrejudice
Mr. Bingley,Mr. Darcy,165,166,if they had uncles enough to fill all cheapside it would not make them one jot less agreeable,but it must very materially lessen their chance of marrying men of any consideration in the world,Miss Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,M,intermediate,M,major,PrideAndPrejudice
Mr. Darcy,Mr. Hurst,166,167,but it must very materially lessen their chance of marrying men of any consideration in the world,do you prefer reading to cards that is rather singular,Miss Bingley; Mr. Bingley; Mr. Hurst; Mrs. Hurst,M,major,M,minor,PrideAndPrejudice
Mr. Hurst,Miss Bingley,167,168,do you prefer reading to cards that is rather singular,miss eliza bennet despises cards she is a great reader and has no pleasure in anything else,Elizabeth; Miss Bingley; Mr. Bingley; Mr. Darcy; Mrs. Hurst,M,minor,F,intermediate,PrideAndPrejudice
Miss Bingley,Elizabeth,168,169,miss eliza bennet despises cards she is a great reader and has no pleasure in anything else,i deserve neither such praise nor such censure i am not a great reader and i have pleasure in many things,Elizabeth; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Mr. Bingley,169,170,i deserve neither such praise nor such censure i am not a great reader and i have pleasure in many things,in nursing your sister i am sure you have pleasure and i hope it will soon be increased by seeing her quite well and i wish my collection were larger for your benefit and my own credit but i am an idle fellow and though i have not many i have more than i ever look into,Miss Bingley; Mr. Bingley; Mr. Darcy; Mr. Hurst; Mrs. Hurst,F,major,M,intermediate,PrideAndPrejudice
