A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Lady Middleton,John Middleton,150,152,i hope we shall see you at barton as soon as you can conveniently leave town and we must put off the party to whitwell till you return,oh he must and shall come back if he is not here by the end of the week i shall go after him,Colonel Brandon; Elinor; John Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,minor,M,intermediate,SenseAndSensibility
Colonel Brandon,Mrs. Jennings,151,153,you are very obliging but it is so uncertain when i may have it in my power to return that i dare not engage for it at all,ay so do sir john and then perhaps you may find out what his business is,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Jennings,Colonel Brandon,153,155,ay so do sir john and then perhaps you may find out what his business is,no only to honiton i shall then go post,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
John Middleton,Elinor,156,158,well as you are resolved to go i wish you a good journey but you had better change your mind,i am afraid none at all,Colonel Brandon; Elinor; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,major,SenseAndSensibility
Elinor,Mrs. Jennings,158,160,i am afraid none at all,come colonel before you go do let us know what you are going about,Colonel Brandon; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,F,major,F,intermediate,SenseAndSensibility
Colonel Brandon,Mrs. Jennings,159,161,then i must bid you farewell for a longer time than i should wish to do,i can guess what his business is however yes it is about miss williams i am sure,Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby; Mrs. Jennings,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Jennings,Marianne,160,162,come colonel before you go do let us know what you are going about,and who is miss williams,Colonel Brandon; Elinor; John Middleton; Lady Middleton; Marianne; Mr. Willoughby,F,intermediate,F,major,SenseAndSensibility
Marianne,Mrs. Jennings,162,164,and who is miss williams,she is his natural daughter,Elinor; Lady Middleton; Mr. Willoughby; Mrs. Jennings,F,major,F,intermediate,SenseAndSensibility
Mrs. Jennings,Mr. Willoughby,167,169,i have found you out in spite of all your tricks i know where you spent the morning,did not you know that we had been out in my curricle,Elinor; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Marianne,Mrs. Jennings,168,170,where pray,yes yes mr impudence i know that very well and i was determined to find out where you had been to i hope you like your house miss marianne it is a very large one i know and when i come to see you i hope you will have new furnished it for it wanted it very much when i was there six years ago,Elinor; Mr. Willoughby; Mrs. Jennings,F,major,F,intermediate,SenseAndSensibility
Mr. Willoughby,Marianne,169,171,did not you know that we had been out in my curricle,why should you imagine elinor that we did not go there or that we did not see the house is not it what you have often wished to do yourself,Elinor; Marianne; Mrs. Jennings,M,intermediate,F,major,SenseAndSensibility
Mrs. Jennings,Elinor,170,172,yes yes mr impudence i know that very well and i was determined to find out where you had been to i hope you like your house miss marianne it is a very large one i know and when i come to see you i hope you will have new furnished it for it wanted it very much when i was there six years ago,yes marianne but i would not go while mrs smith was there and with no other companion than mr willoughby,Elinor; Marianne; Mr. Willoughby,F,intermediate,F,major,SenseAndSensibility
Elinor,Mrs. Dashwood,188,190,i flatter myself that even under the disadvantage of better rooms and a broader staircase you will hereafter find your own house as faultless as you now do this,shall we see you tomorrow to dinner i do not ask you to come in the morning for we must walk to the park to call on lady middleton,Marianne; Mr. Willoughby; Mrs. Dashwood,F,major,F,intermediate,SenseAndSensibility
Mr. Willoughby,Mrs. Dashwood,189,191,there certainly are circumstances which might greatly endear it to me but this place will always have one claim of my affection which no other can possibly share how often did i wish when i was at allenham this time twelvemonth that barton cottage were inhabited i never passed within view of it without admiring its situation and grieving that no one should live in it how little did i then think that the very first news i should hear from mrs smith when i next came into the country would be that barton cottage was taken and i felt an immediate satisfaction and interest in the event which nothing but a kind of prescience of what happiness i should experience from it can account for must it not have been so marianne and yet this house you would spoil mrs dashwood you would rob it of its simplicity by imaginary improvement and this dear parlour in which our acquaintance first began and in which so many happy hours have been since spent by us together you would degrade to the condition of a common entrance and every body would be eager to pass through the room which has hitherto contained within itself more real accommodation and comfort than any other apartment of the handsomest dimensions in the world could possibly afford you are a good woman your promise makes me easy extend it a little farther and it will make me happy tell me that not only your house will remain the same but that i shall ever find you and yours as unchanged as your dwelling and that you will always consider me with the kindness which has made everything belonging to you so dear to me,is anything the matter with her is she ill,Elinor; Marianne; Mrs. Dashwood,M,intermediate,F,intermediate,SenseAndSensibility
Mrs. Dashwood,Mr. Willoughby,190,192,shall we see you tomorrow to dinner i do not ask you to come in the morning for we must walk to the park to call on lady middleton,i hope not it is i who may rather expect to be ill for i am now suffering under a very heavy disappointment,Elinor; Marianne; Mr. Willoughby,F,intermediate,M,intermediate,SenseAndSensibility
Mr. Willoughby,Elinor,202,204,my engagements at present are of such a nature that i dare not flatter myself it is folly to linger in this manner i will not torment myself any longer by remaining among friends whose society it is impossible for me now to enjoy,it is all very strange so suddenly to be gone it seems but the work of a moment and last night he was with us so happy so cheerful so affectionate and now after only ten minutes notice gone too without intending to return something more than what he owned to us must have happened he did not speak he did not behave like himself you must have seen the difference as well as i what can it be can they have quarrelled why else should he have shown such unwillingness to accept your invitation here,Elinor; Mrs. Dashwood,M,intermediate,F,major,SenseAndSensibility
