pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00059,Emma,Mr. Woodhouse,743,818,oh there will be plenty of time for talking every thing over there is no hurry at all if it can be contrived to be at the crown papa it will be very convenient for the horses they will be so near their own stable,yes but a young lady a bride i ought to have paid my respects to her if possible it was being very deficient,Mr. Frank Churchill; Mr. Woodhouse,F,major,M,intermediate,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
00060,Emma,Mr. Woodhouse,746,747,there papa now you must be satisfied our own dear mrs weston who is carefulness itself do not you remember what mr perry said so many years ago when i had the measles how often have i heard you speak of it as such a compliment to her,aye very true mr perry did say so i shall never forget it poor little emma you were very bad with the measles that is you would have been very bad but for perry s great attention he came four times a day for a week he said from the first it was a very good sort which was our great comfort but the measles are a dreadful complaint i hope whenever poor isabella s little ones have the measles she will send for perry,Mr. Frank Churchill; Mr. Woodhouse,F,major,M,intermediate,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00061,Emma,Mr. Woodhouse,817,6,i dare say your apologies were accepted sir mr elton knows you,the carriage but james will not like to put the horses to for such a little way and where are the poor horses to be while we are paying our visit,Mr. Woodhouse,F,major,M,intermediate,Emma,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
00062,Emma,Mr. Woodhouse,819,239,but my dear papa you are no friend to matrimony and therefore why should you be so anxious to pay your respects to a bride it ought to be no recommendation to you it is encouraging people to marry if you make so much of them,yes my dear if there is time but she is coming for only one week there will not be time for any thing,Mr. Woodhouse,F,major,M,intermediate,Emma,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
00063,Emma,Mr. Woodhouse,821,820,well papa if this is not encouragement to marry i do not know what is and i should never have expected you to be lending your sanction to such vanity baits for poor young ladies,no my dear i never encouraged any body to marry but i would always wish to pay every proper attention to a lady and a bride especially is never to be neglected more is avowedly due to her a bride you know my dear is always the first in company let the others be who they may,Mr. Woodhouse,F,major,M,intermediate,Emma,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00064,Mr. Woodhouse,Mr. Knightley,9,162,it is very kind of you mr knightley to come out at this late hour to call upon us i am afraid you must have had a shocking walk,you cannot do better sir,Emma; Mr. Knightley,M,intermediate,M,major,Emma,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0
00065,Mr. Woodhouse,Mr. Knightley,11,471,but you must have found it very damp and dirty i wish you may not catch cold,no you are not often deficient not often deficient either in manner or comprehension i think you understand me therefore,Emma; Mr. Knightley,M,intermediate,M,major,Emma,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1
00066,Mr. Woodhouse,Mr. Knightley,13,23,well that is quite surprising for we have had a vast deal of rain here it rained dreadfully hard for half an hour while we were at breakfast i wanted them to put off the wedding,it is impossible that emma should not miss such a companion we should not like her so well as we do sir if we could suppose it but she knows how much the marriage is to miss taylor s advantage she knows how very acceptable it must be at miss taylor s time of life to be settled in a home of her own and how important to her to be secure of a comfortable provision and therefore cannot allow herself to feel so much pain as pleasure every friend of miss taylor must be glad to have her so happily married,Emma; Mr. Knightley,M,intermediate,M,major,Emma,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00067,Mr. Woodhouse,Mr. Knightley,15,10,ah poor miss taylor tis a sad business,not at all sir it is a beautiful moonlight night and so mild that i must draw back from your great fire,Emma; Mr. Knightley,M,intermediate,M,major,Emma,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00068,Mr. Woodhouse,Mr. Knightley,22,33,dear emma bears every thing so well but mr knightley she is really very sorry to lose poor miss taylor and i am sure she will miss her more than she thinks for,with a great deal of pleasure sir at any time and i agree with you entirely that it will be a much better thing invite him to dinner emma and help him to the best of the fish and the chicken but leave him to chuse his own wife depend upon it a man of six or seven and twenty can take care of himself,Emma; Mr. Knightley,M,intermediate,M,major,Emma,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
00069,Mr. Woodhouse,Mr. Knightley,32,414,mr elton is a very pretty young man to be sure and a very good young man and i have a great regard for him but if you want to shew him any attention my dear ask him to come and dine with us some day that will be a much better thing i dare say mr knightley will be so kind as to meet him,the churchills are very likely in fault but i dare say he might come if he would,Emma; Mr. Knightley,M,intermediate,M,major,Emma,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
00070,Mr. Woodhouse,Mr. Knightley,159,164,well i believe if you will excuse me mr knightley if you will not consider me as doing a very rude thing i shall take emma s advice and go out for a quarter of an hour as the sun is out i believe i had better take my three turns while i can i treat you without ceremony mr knightley we invalids think we are privileged people,thank you sir thank you i am going this moment myself and i think the sooner you go the better i will fetch your greatcoat and open the garden door for you,Emma; Mr. Knightley,M,intermediate,M,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
00071,Mr. Woodhouse,Mr. Knightley,161,479,i leave an excellent substitute in my daughter emma will be happy to entertain you and therefore i think i will beg your excuse and take my three turns my winter walk,true sir and emma because she had miss fairfax,Emma; Mr. Knightley,M,intermediate,M,major,Emma,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0
00072,Mr. Woodhouse,Mr. Knightley,163,16,i would ask for the pleasure of your company mr knightley but i am a very slow walker and my pace would be tedious to you and besides you have another long walk before you to donwell abbey,poor mr and miss woodhouse if you please but i cannot possibly say i have a great regard for you and emma but when it comes to the question of dependence or independence at any rate it must be better to have only one to please than two,Emma; Mr. Knightley,M,intermediate,M,major,Emma,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00073,Mr. Woodhouse,Mr. Knightley,413,12,ah mr knightley why do not you stay at home like poor mr elton,dirty sir look at my shoes not a speck on them,Mr. Knightley,M,intermediate,M,major,Emma,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0
00074,Mr. Woodhouse,Mr. Knightley,470,160,no my dear that i am sure you are not there is nobody half so attentive and civil as you are if any thing you are too attentive the muffin last night if it had been handed round once i think it would have been enough,my dear sir do not make a stranger of me,Emma; Mr. Knightley,M,intermediate,M,major,Emma,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
00075,Mr. Woodhouse,Mr. Knightley,478,484,i hope every body had a pleasant evening i had once i felt the fire rather too much but then i moved back my chair a little a very little and it did not disturb me miss bates was very chatty and good humoured as she always is though she speaks rather too quick however she is very agreeable and mrs bates too in a different way i like old friends and miss jane fairfax is a very pretty sort of young lady a very pretty and a very well behaved young lady indeed she must have found the evening agreeable mr knightley because she had emma,emma i have a piece of news for you you like news and i heard an article in my way hither that i think will interest you,Emma; Mr. Knightley,M,intermediate,M,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
00076,Mr. Woodhouse,Mr. Knightley,483,14,that s right my dear very right i had not thought of it before but that is the best way they must not over salt the leg and then if it is not over salted and if it is very thoroughly boiled just as serle boils ours and eaten very moderately of with a boiled turnip and a little carrot or parsnip i do not consider it unwholesome,by the bye i have not wished you joy being pretty well aware of what sort of joy you must both be feeling i have been in no hurry with my congratulations but i hope it all went off tolerably well how did you all behave who cried most,Emma; Mr. Knightley,M,intermediate,M,major,Emma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00077,Mr. Knightley,Mr. Woodhouse,10,34,not at all sir it is a beautiful moonlight night and so mild that i must draw back from your great fire,ah poor miss taylor she would be very glad to stay,Emma; Mr. Woodhouse,M,major,M,intermediate,Emma,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
00078,Mr. Knightley,Mr. Woodhouse,12,11,dirty sir look at my shoes not a speck on them,but you must have found it very damp and dirty i wish you may not catch cold,Emma; Mr. Woodhouse,M,major,M,intermediate,Emma,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0
