A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
The Nawab Badahur,Miss Derek,558,560,take me too,now what s all this i m not an omnibus i ve a harmonium and two dogs in here with me as it is i ll take three of you if one ll sit in front and nurse a pug no more,Adela Quested; Miss Derek; Mr. Harris; Ronny Heaslop,M,intermediate,F,intermediate,APassageToIndia
Mr. Harris,The Nawab Badahur,559,561,heh what about me,i will sit in front,Adela Quested; Miss Derek; Ronny Heaslop; The Nawab Badahur,M,minor,M,intermediate,APassageToIndia
The Nawab Badahur,Mr. Harris,561,563,i will sit in front,heh no what about my dinner i can t be left alone all the night,Adela Quested; Miss Derek; Mr. Harris; Ronny Heaslop,M,intermediate,M,minor,APassageToIndia
Miss Derek,The Nawab Badahur,562,564,then hop in i ve no notion who you are,nussu will bring you out some suitable dinner upon a bicycle i shall despatch him with all possible speed meanwhile repair my car,Adela Quested; Mr. Harris; Ronny Heaslop; The Nawab Badahur,F,intermediate,M,intermediate,APassageToIndia
Mr. Harris,Miss Derek,563,565,heh no what about my dinner i can t be left alone all the night,i don t believe in these people letting you down if i didn t snatch like the devil i should be nowhere he doesn t want the car silly fool surely it s to the credit of his state i should be seen about in it at chandrapore during my leave he ought to look at it that way anyhow he s got to look at it that way my maharani s different my maharani s a dear that s her fox terrier poor little devil i fished them out both with the driver imagine taking dogs to a chiefs conference as sensible as taking chiefs perhaps the harmonium the harmonium s my little mistake i own they rather had me over the harmonium i meant it to stop on the train oh lor they always sack me before that happens and then i get another job the whole of india seethes with maharanis and ranis and begums who clamour for such as me,Adela Quested; Miss Derek; Ronny Heaslop; The Nawab Badahur,M,minor,F,intermediate,APassageToIndia
The Nawab Badahur,Ronny Heaslop,564,566,nussu will bring you out some suitable dinner upon a bicycle i shall despatch him with all possible speed meanwhile repair my car,really i had no idea,Adela Quested; Miss Derek; Mr. Harris; Ronny Heaslop,M,intermediate,M,major,APassageToIndia
Ronny Heaslop,Adela Quested,566,568,really i had no idea,i understand those big people are not particularly interesting,Adela Quested; The Nawab Badahur,M,major,F,major,APassageToIndia
Adela Quested,The Nawab Badahur,568,570,i understand those big people are not particularly interesting,i would scarcely call her wrong a native state a hindu state the wife of a ruler of a hindu state may beyond doubt be a most excellent lady and let it not be for a moment supposed that i suggest anything against the character of her highness the maharani of mudkul but i fear she will be uneducated i fear she will be superstitious indeed how could she be otherwise what opportunity of education has such a lady had oh superstition is terrible terrible oh it is the great defect in our indian character oh it is the duty of each and every citizen to shake superstition off and though i have little experience of hindu states and none of this particular one namely mudkul the ruler i fancy has a salute of but eleven guns yet i cannot imagine that they have been as successful as british india where we see reason and orderliness spreading in every direction like a most health giving flood,Miss Derek; Ronny Heaslop; The Nawab Badahur,F,major,M,intermediate,APassageToIndia
The Nawab Badahur,Adela Quested,570,572,i would scarcely call her wrong a native state a hindu state the wife of a ruler of a hindu state may beyond doubt be a most excellent lady and let it not be for a moment supposed that i suggest anything against the character of her highness the maharani of mudkul but i fear she will be uneducated i fear she will be superstitious indeed how could she be otherwise what opportunity of education has such a lady had oh superstition is terrible terrible oh it is the great defect in our indian character oh it is the duty of each and every citizen to shake superstition off and though i have little experience of hindu states and none of this particular one namely mudkul the ruler i fancy has a salute of but eleven guns yet i cannot imagine that they have been as successful as british india where we see reason and orderliness spreading in every direction like a most health giving flood,ronny i should like to take back what i said on the maidan,Adela Quested; Mr. Harris; Ronny Heaslop,M,intermediate,F,major,APassageToIndia
Adela Quested,Ronny Heaslop,572,574,ronny i should like to take back what i said on the maidan,look here both of you see india if you like and as you like i know i made myself rather ridiculous at fielding s but it s different now i wasn t quite sure of myself,Ronny Heaslop,F,major,M,major,APassageToIndia
Ronny Heaslop,Adela Quested,574,576,look here both of you see india if you like and as you like i know i made myself rather ridiculous at fielding s but it s different now i wasn t quite sure of myself,what does our old gentleman of the car think,Adela Quested; Mrs. Moore,M,major,F,major,APassageToIndia
Adela Quested,Mrs. Moore,578,580,have i really,i like aziz aziz is my real friend,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia
Mrs. Moore,Adela Quested,580,582,i like aziz aziz is my real friend,what animal,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia
Adela Quested,Mrs. Moore,582,584,what animal,an accident,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia
Ronny Heaslop,Adela Quested,587,589,yes nothing criminal but there s the native and there s one of the reasons why we don t admit him to our clubs and how a decent girl like miss derek can take service under natives puzzles me but i must get on with my work krishna,i should like to i don t feel a bit excited i m just glad it s settled up at last but i m not conscious of vast changes we are all three the same people still,Adela Quested; Mrs. Moore,M,major,F,major,APassageToIndia
The Nawab Badahur,Dr. Aziz,603,605,if i had been killed what matter it must happen sometime but they who trusted me you know nureddin you know my dear fellow we moslems simply must get rid of these superstitions or india will never advance how long must i hear of the savage pig upon the marabar road your grandfather belongs to another generation and i respect and love the old gentleman as you know i say nothing against him only that it is wrong for us because we are young i want you to promise me nureddin are you listening not to believe in evil spirits and if i die for my health grows very weak to bring up my three children to disbelieve in them too,no englishman understands us except mr fielding but how shall i see him again if he entered this room the disgrace of it would kill me that s india all over how like us there we are,Dr. Aziz,M,intermediate,M,major,APassageToIndia
Hamidullah,Mr. Haq,615,617,aziz my dear fellow we are greatly concerned,when an engineer falls ill it is equally important,Dr. Aziz; Mr. Haq; Rafi; Syed Mohammed,M,intermediate,M,minor,APassageToIndia
Mr. Haq,Rafi,617,619,when an engineer falls ill it is equally important,dr aziz took tea with our principal last thursday afternoon professor godbole who also attended has sickened too which seems rather a curious thing sir does it not,Dr. Aziz; Hamidullah; Rafi; Syed Mohammed,M,minor,M,minor,APassageToIndia
_group,Syed Mohammed,621,623,humbug most certainly,why don t you answer rafi you re the great authority,Mr. Haq; Rafi; Syed Mohammed,M,minor,M,minor,APassageToIndia
Dr. Aziz,Hamidullah,622,624,is professor godbole ill i am sincerely sorry how do you do mr syed mohammed mr haq how very kind of you to enquire after my health how do you do hamidullah but you bring me bad news what is wrong with him the excellent fellow,yes rafi s the great man rafi is the sherlock holmes of chandrapore speak up rafi,Hamidullah; Mr. Haq; Rafi; Syed Mohammed,M,major,M,intermediate,APassageToIndia
Hamidullah,Dr. Aziz,624,626,yes rafi s the great man rafi is the sherlock holmes of chandrapore speak up rafi,if this is so this is a very serious thing this is scarcely the end of march why have i not been informed,Dr. Aziz; Mr. Haq; Rafi; Syed Mohammed,M,intermediate,M,major,APassageToIndia
Rafi,Mr. Haq,629,631,oh yes indeed sir and the serious pains,all illness proceeds from hindus,Dr. Aziz; Hamidullah; Mr. Haq; Syed Mohammed,M,minor,M,minor,APassageToIndia
Dr. Aziz,Syed Mohammed,630,632,that settles it in twenty four hours he will be dead,that is exactly my own view,Hamidullah; Mr. Haq; Rafi; Syed Mohammed,M,major,M,minor,APassageToIndia
Syed Mohammed,Dr. Aziz,632,634,that is exactly my own view,i shall not forget those affectionate words,Dr. Aziz; Hamidullah; Mr. Haq; Rafi,M,minor,M,major,APassageToIndia
Mr. Haq,Syed Mohammed,633,635,aziz aziz my dear boy we must be going we are already late get well quickly for i do not know what our little circle would do without you,add mine to them,Dr. Aziz; Hamidullah; Rafi; Syed Mohammed,M,minor,M,minor,APassageToIndia
Syed Mohammed,Hamidullah,635,637,add mine to them,and mine,Dr. Aziz; Hamidullah; Mr. Haq; Rafi,M,minor,M,intermediate,APassageToIndia
Dr. Aziz,Rafi,636,638,thank you mr syed mohammed i will,and sir accept mine,Hamidullah; Mr. Haq; Rafi; Syed Mohammed,M,major,M,minor,APassageToIndia
Rafi,Hamidullah,638,640,and sir accept mine,here he lies,Dr. Aziz; Hamidullah; Mr. Haq; Syed Mohammed,M,minor,M,intermediate,APassageToIndia
Hamidullah,Ram Chand,640,642,here he lies,i think not much,Dr. Aziz; Dr. Panna Lal; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor,APassageToIndia
Ram Chand,Hamidullah,642,644,i think not much,this is a great relief to us it is very good of you to call doctor sahib,Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Syed Mohammed,M,minor,M,intermediate,APassageToIndia
Hamidullah,Ram Chand,648,650,and how much illness there is in the city,he has not a minute he is due double sharp at government college now,Dr. Aziz; Dr. Panna Lal; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor,APassageToIndia
Dr. Panna Lal,Hamidullah,649,651,there is always illness and i am always busy it is a doctor s nature,you attend professor godbole there perhaps we hope his diarrh a is ceasing,Dr. Aziz; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,intermediate,APassageToIndia
Ram Chand,Dr. Panna Lal,650,652,he has not a minute he is due double sharp at government college now,he progresses but not from diarrh a,Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Syed Mohammed,M,minor,M,intermediate,APassageToIndia
Hamidullah,Dr. Aziz,653,655,we are in some anxiety over him he and dr aziz are great friends if you could tell us the name of his complaint we should be grateful to you,and so much my dear rafi for your cholera,Dr. Aziz; Dr. Panna Lal; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,major,APassageToIndia
Dr. Aziz,Hamidullah,655,657,and so much my dear rafi for your cholera,rafi do you hear that now why do you stuff us up with all this humbug,Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,major,M,intermediate,APassageToIndia
Dr. Panna Lal,Ram Chand,656,658,cholera cholera what next what now who spreads such untrue reports about my patients i hear cholera i hear bubonic plague i hear every species of lie where will it end i ask myself sometimes this city is full of misstatements and the originators of them ought to be discovered and punished authoritatively,that is no reason you should bring a charge against a doctor,Dr. Aziz; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor,APassageToIndia
Ram Chand,Dr. Panna Lal,658,660,that is no reason you should bring a charge against a doctor,it is only a boy,Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Syed Mohammed,M,minor,M,intermediate,APassageToIndia
Hamidullah,Ram Chand,659,661,exactly exactly you must apologize properly rafi i can see your uncle wishes it you have not yet said that you are sorry for the trouble you have caused this gentleman by your carelessness,even boys must learn,Dr. Aziz; Dr. Panna Lal; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor,APassageToIndia
Dr. Panna Lal,Syed Mohammed,660,662,it is only a boy,your own son failing to pass the lowest standard i think,Dr. Aziz; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand; Syed Mohammed,M,intermediate,M,minor,APassageToIndia
Syed Mohammed,Dr. Aziz,664,666,nor you the advantage of conducting their cases in the courts any longer,sit down,Dr. Aziz; Dr. Panna Lal; Hamidullah; Hassan; Mr. Haq; Rafi; Ram Chand,M,minor,M,major,APassageToIndia
